Metodo,Source,Sitie,Coral species,Area,Volume,Sphericity,Packing,Convexity,V_area,V_vol,fractal dimension
photogrammetry,El Colegio de la Frontera Sur ,Xahuixol,Undaria agaricites,10820.46222,45597.70313,0.570427283,1.00583738,0.609758679,9.945592306,0.717353645,1.990753761
photogrammetry,El Colegio de la Frontera Sur ,Xahuixol,Undaria agaricites,20341.67466,140394.5781,0.642191142,1.086968878,0.71671967,3.439461998,0.320289576,2.020671392
photogrammetry,collected ,FUNDEMAR,Undaria agaricites,25022.24454,178708.1094,0.613179133,1.01075993,0.611630048,4.69771931,0.404614205,1.994891013
scanner,El Colegio de la Frontera Sur ,Mahahual,Undaria agaricites,14785.99955,56177.88281,0.47974488,1.113080425,0.517880069,6.875356985,0.491040948,2.102283686
scanner,El Colegio de la Frontera Sur ,Mahahual,Undaria agaricites,22376.75408,160025.25,0.637009698,1.201454887,0.741079118,4.763673429,0.447508994,2.109534948
scanner,El Colegio de la Frontera Sur ,Xcalak,Undaria agaricites,21063.18977,102423.1172,0.50260327,1.146722781,0.597384624,4.194953245,0.31700317,2.112524698
scanner,El Colegio de la Frontera Sur ,Xcalak,Undaria agaricites,20527.02121,100341.3828,0.508719339,1.121767044,0.589654682,4.208577569,0.321311388,2.107829018
scanner,El Colegio de la Frontera Sur ,Xahuixol,Undaria agaricites,11869.4994,41584.40234,0.4890336,1.126711038,0.560379393,5.614246055,0.375988357,2.136069901
scanner,El Colegio de la Frontera Sur ,Xahuixol,Undaria agaricites,20917.45168,129617.2266,0.592130138,1.173871223,0.703532595,3.543118818,0.305214595,2.112349459
scanner,collected ,FUNDEMAR,Undaria agaricites,27496.12348,182564.5313,0.566009332,1.106336091,0.613767014,6.095194309,0.458370649,2.096155155
